t2,proof_byte,0,xor01_frome8,DESERIALIZE_REJECTED
t2,proof_byte,1,xor01_from44,DESERIALIZE_REJECTED
t2,proof_byte,2,xor01_from4a,VERIFY_REJECTED
t2,proof_byte,3,xor01_from9f,VERIFY_REJECTED
t2,proof_byte,4,xor01_from71,DESERIALIZE_REJECTED
t2,proof_byte,5,xor01_fromb0,VERIFY_REJECTED
t2,proof_byte,6,xor01_froma8,DESERIALIZE_REJECTED
t2,proof_byte,7,xor01_fromb7,VERIFY_REJECTED
t2,proof_byte,8,xor01_from35,DESERIALIZE_REJECTED
t2,proof_byte,9,xor01_frome9,DESERIALIZE_REJECTED
t2,proof_byte,10,xor01_from42,DESERIALIZE_REJECTED
t2,proof_byte,11,xor01_from22,DESERIALIZE_REJECTED
t2,proof_byte,12,xor01_from8a,VERIFY_REJECTED
t2,proof_byte,13,xor01_from2f,DESERIALIZE_REJECTED
t2,proof_byte,14,xor01_from99,DESERIALIZE_REJECTED
t2,proof_byte,15,xor01_fromcb,VERIFY_REJECTED
t2,proof_byte,16,xor01_from28,DESERIALIZE_REJECTED
t2,proof_byte,17,xor01_from95,DESERIALIZE_REJECTED
t2,proof_byte,18,xor01_from95,DESERIALIZE_REJECTED
t2,proof_byte,19,xor01_fromf1,DESERIALIZE_REJECTED
t2,proof_byte,20,xor01_fromd7,DESERIALIZE_REJECTED
t2,proof_byte,21,xor01_fromfb,VERIFY_REJECTED
t2,proof_byte,22,xor01_from07,DESERIALIZE_REJECTED
t2,proof_byte,23,xor01_from82,DESERIALIZE_REJECTED
t2,proof_byte,24,xor01_from43,VERIFY_REJECTED
t2,proof_byte,25,xor01_from34,VERIFY_REJECTED
t2,proof_byte,26,xor01_from11,VERIFY_REJECTED
t2,proof_byte,27,xor01_frome0,DESERIALIZE_REJECTED
t2,proof_byte,28,xor01_frome8,VERIFY_REJECTED
t2,proof_byte,29,xor01_fromd1,VERIFY_REJECTED
t2,proof_byte,30,xor01_from28,VERIFY_REJECTED
t2,proof_byte,31,xor01_froma4,DESERIALIZE_REJECTED
t2,proof_byte,32,xor01_fromef,DESERIALIZE_REJECTED
t2,proof_byte,33,xor01_from89,DESERIALIZE_REJECTED
t2,proof_byte,34,xor01_from3d,DESERIALIZE_REJECTED
t2,proof_byte,35,xor01_from74,DESERIALIZE_REJECTED
t2,proof_byte,36,xor01_from9f,DESERIALIZE_REJECTED
t2,proof_byte,37,xor01_from36,DESERIALIZE_REJECTED
t2,proof_byte,38,xor01_froma3,DESERIALIZE_REJECTED
t2,proof_byte,39,xor01_fromb8,DESERIALIZE_REJECTED
t2,proof_byte,40,xor01_from0a,DESERIALIZE_REJECTED
t2,proof_byte,41,xor01_from25,DESERIALIZE_REJECTED
t2,proof_byte,42,xor01_froma2,DESERIALIZE_REJECTED
t2,proof_byte,43,xor01_fromc6,DESERIALIZE_REJECTED
t2,proof_byte,44,xor01_from2e,DESERIALIZE_REJECTED
t2,proof_byte,45,xor01_from28,DESERIALIZE_REJECTED
t2,proof_byte,46,xor01_from2a,DESERIALIZE_REJECTED
t2,proof_byte,47,xor01_from18,DESERIALIZE_REJECTED
t2,proof_byte,48,xor01_from51,DESERIALIZE_REJECTED
t2,proof_byte,49,xor01_from0d,DESERIALIZE_REJECTED
t2,proof_byte,50,xor01_fromcc,DESERIALIZE_REJECTED
t2,proof_byte,51,xor01_from54,DESERIALIZE_REJECTED
t2,proof_byte,52,xor01_from74,DESERIALIZE_REJECTED
t2,proof_byte,53,xor01_fromb0,DESERIALIZE_REJECTED
t2,proof_byte,54,xor01_from99,DESERIALIZE_REJECTED
t2,proof_byte,55,xor01_fromf2,DESERIALIZE_REJECTED
t2,proof_byte,56,xor01_from7f,DESERIALIZE_REJECTED
t2,proof_byte,57,xor01_from6d,DESERIALIZE_REJECTED
t2,proof_byte,58,xor01_from31,DESERIALIZE_REJECTED
t2,proof_byte,59,xor01_from0b,DESERIALIZE_REJECTED
t2,proof_byte,60,xor01_from78,DESERIALIZE_REJECTED
t2,proof_byte,61,xor01_from21,DESERIALIZE_REJECTED
t2,proof_byte,62,xor01_from8e,DESERIALIZE_REJECTED
t2,proof_byte,63,xor01_from3a,DESERIALIZE_REJECTED
t2,proof_byte,64,xor01_from20,DESERIALIZE_REJECTED
t2,proof_byte,65,xor01_from0a,DESERIALIZE_REJECTED
t2,proof_byte,66,xor01_from4e,DESERIALIZE_REJECTED
t2,proof_byte,67,xor01_fromc7,DESERIALIZE_REJECTED
t2,proof_byte,68,xor01_from86,DESERIALIZE_REJECTED
t2,proof_byte,69,xor01_fromab,DESERIALIZE_REJECTED
t2,proof_byte,70,xor01_from42,DESERIALIZE_REJECTED
t2,proof_byte,71,xor01_from97,DESERIALIZE_REJECTED
t2,proof_byte,72,xor01_from1c,DESERIALIZE_REJECTED
t2,proof_byte,73,xor01_from29,DESERIALIZE_REJECTED
t2,proof_byte,74,xor01_from09,DESERIALIZE_REJECTED
t2,proof_byte,75,xor01_from15,DESERIALIZE_REJECTED
t2,proof_byte,76,xor01_from0f,DESERIALIZE_REJECTED
t2,proof_byte,77,xor01_from9b,DESERIALIZE_REJECTED
t2,proof_byte,78,xor01_from1c,DESERIALIZE_REJECTED
t2,proof_byte,79,xor01_from16,DESERIALIZE_REJECTED
t2,proof_byte,80,xor01_from74,DESERIALIZE_REJECTED
t2,proof_byte,81,xor01_from7a,DESERIALIZE_REJECTED
t2,proof_byte,82,xor01_fromb0,DESERIALIZE_REJECTED
t2,proof_byte,83,xor01_from5c,DESERIALIZE_REJECTED
t2,proof_byte,84,xor01_from0b,DESERIALIZE_REJECTED
t2,proof_byte,85,xor01_fromc4,DESERIALIZE_REJECTED
t2,proof_byte,86,xor01_from0e,DESERIALIZE_REJECTED
t2,proof_byte,87,xor01_from25,DESERIALIZE_REJECTED
t2,proof_byte,88,xor01_from59,DESERIALIZE_REJECTED
t2,proof_byte,89,xor01_frome8,DESERIALIZE_REJECTED
t2,proof_byte,90,xor01_from81,DESERIALIZE_REJECTED
t2,proof_byte,91,xor01_fromab,DESERIALIZE_REJECTED
t2,proof_byte,92,xor01_frombc,DESERIALIZE_REJECTED
t2,proof_byte,93,xor01_from97,DESERIALIZE_REJECTED
t2,proof_byte,94,xor01_fromb2,DESERIALIZE_REJECTED
t2,proof_byte,95,xor01_fromb4,DESERIALIZE_REJECTED
t2,proof_byte,96,xor01_fromdd,DESERIALIZE_REJECTED
t2,proof_byte,97,xor01_fromf7,VERIFY_REJECTED
t2,proof_byte,98,xor01_fromd9,DESERIALIZE_REJECTED
t2,proof_byte,99,xor01_from3a,DESERIALIZE_REJECTED
t2,proof_byte,100,xor01_from4c,VERIFY_REJECTED
t2,proof_byte,101,xor01_from17,DESERIALIZE_REJECTED
t2,proof_byte,102,xor01_from85,VERIFY_REJECTED
t2,proof_byte,103,xor01_fromfc,VERIFY_REJECTED
t2,proof_byte,104,xor01_frome4,VERIFY_REJECTED
t2,proof_byte,105,xor01_frome0,VERIFY_REJECTED
t2,proof_byte,106,xor01_fromfc,DESERIALIZE_REJECTED
t2,proof_byte,107,xor01_from98,VERIFY_REJECTED
t2,proof_byte,108,xor01_fromef,DESERIALIZE_REJECTED
t2,proof_byte,109,xor01_frome4,VERIFY_REJECTED
t2,proof_byte,110,xor01_from8e,DESERIALIZE_REJECTED
t2,proof_byte,111,xor01_from3c,VERIFY_REJECTED
t2,proof_byte,112,xor01_from36,DESERIALIZE_REJECTED
t2,proof_byte,113,xor01_from09,VERIFY_REJECTED
t2,proof_byte,114,xor01_froma7,VERIFY_REJECTED
t2,proof_byte,115,xor01_from08,VERIFY_REJECTED
t2,proof_byte,116,xor01_from45,VERIFY_REJECTED
t2,proof_byte,117,xor01_from06,DESERIALIZE_REJECTED
t2,proof_byte,118,xor01_from89,VERIFY_REJECTED
t2,proof_byte,119,xor01_from30,VERIFY_REJECTED
t2,proof_byte,120,xor01_from2e,VERIFY_REJECTED
t2,proof_byte,121,xor01_fromf3,DESERIALIZE_REJECTED
t2,proof_byte,122,xor01_fromc1,DESERIALIZE_REJECTED
t2,proof_byte,123,xor01_from78,VERIFY_REJECTED
t2,proof_byte,124,xor01_from0b,DESERIALIZE_REJECTED
t2,proof_byte,125,xor01_fromb8,DESERIALIZE_REJECTED
t2,proof_byte,126,xor01_from54,VERIFY_REJECTED
t2,proof_byte,127,xor01_from6b,VERIFY_REJECTED
t2,proof_byte,128,xor01_from00,DESERIALIZE_REJECTED
t2,proof_byte,129,xor01_from00,DESERIALIZE_REJECTED
t2,proof_byte,130,xor01_from00,DESERIALIZE_REJECTED
t2,proof_byte,131,xor01_from01,VERIFY_REJECTED
t2,proof_byte,132,xor01_fromae,DESERIALIZE_REJECTED
t2,proof_byte,133,xor01_from13,DESERIALIZE_REJECTED
t2,proof_byte,134,xor01_frombb,DESERIALIZE_REJECTED
t2,proof_byte,135,xor01_fromac,VERIFY_REJECTED
t2,proof_byte,136,xor01_fromfb,VERIFY_REJECTED
